airline_sentiment_Index,features,rawPrediction,probability,prediction
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[259,330,372,413,451,502,588,659,717,779],""values"":[1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.3278579778799779,0.18868947532920582,-0.5165474532091828]}","{""vectorType"":""dense"",""length"":3,""values"":[0.43480260190751213,0.37831365883893375,0.18688373925355403]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,123,506,667,736,762,779,781,783,886],""values"":[1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.2050985029303343,0.5201370565678629,-1.725235559498197]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6420591638091425,0.3236682296322316,0.03427260655862596]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[34,366,560,652,828,893],""values"":[1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9753779842027233,-0.32635072727429393,-0.6490272569284291]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6806935386288788,0.18519021326733365,0.13411624810378747]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[442,454,458,560,699,797,939,953],""values"":[1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.0585854140100168,-0.04381223501768172,-1.014773178992335]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6859479230492286,0.22778542374507812,0.08626665320569317]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[101,330,389,566],""values"":[1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9527648988249895,-0.44645510717797754,-0.5063097916470116]}","{""vectorType"":""dense"",""length"":3,""values"":[0.676022526506901,0.166835182296132,0.157142291196967]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,66,98,240,248,330,372,376,547,681,712,853,855,922],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7231247299358952,-0.3254195250104832,-0.39770520492541234]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5964961851484506,0.20904062084270106,0.1944631940088485]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[8,29,48,157,282,297,303,309,349,382,401,433,682,698,712,734,870,989],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6837687656191449,-0.7856818524623309,0.10191308684318562]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5589989345625924,0.1285987316627736,0.31240233377463394]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[62,152,194,330,370,535,761],""values"":[1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5803459476249053,-0.13813760611795523,-0.44220834150694993]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5413698602546714,0.26391290723312844,0.19471723251220005]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[54,233,330,356,433],""values"":[1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.22983245334250638,-0.056119555515108055,-0.17371289782739815]}","{""vectorType"":""dense"",""length"":3,""values"":[0.4133518595179374,0.3105507026133258,0.2760974378687369]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[18,178,817],""values"":[1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.5925779774594477,0.1171043239299821,0.47547365352946597]}","{""vectorType"":""dense"",""length"":3,""values"":[0.16826377141893567,0.3421383260739825,0.48959790250708196]}",2
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[152,221,267,391,415,426,519,687,736,958],""values"":[1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.014206337575210282,-0.5838266754636228,0.5696203378884113]}","{""vectorType"":""dense"",""length"":3,""values"":[0.30371554955068597,0.1670108128735693,0.5292736375757446]}",2
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[169,224,228,330,435,541,601,715],""values"":[1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.32444773208765265,0.552381519079745,-0.8768292511673974]}","{""vectorType"":""dense"",""length"":3,""values"":[0.39111205728118514,0.4912375883553723,0.1176503543634424]}",1
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[7,12,37,188,286,297,447,452,510,574,764,818,903,964,982],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[2.209661899022134,-1.0194968353030172,-1.1901650637191168]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9319926488541669,0.03689832631991007,0.03110902482592304]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[8,110,168,209,266,280,330,628,647,709,823,889,902,947,992],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.3696162604141027,-0.4690403378481304,0.09942407743402809]}","{""vectorType"":""dense"",""length"":3,""values"":[0.45547220099267643,0.19689647577287783,0.34763132323444573]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,61,79,87,152,166,245,389,559,560,662,929,967,981],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[2.273847198870407,-0.6508280741873947,-1.6230191246830112]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9311094782139954,0.04998393177964554,0.018906590006359136]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[57,130,261,276,281,297,434,448,630,962],""values"":[1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6440042123284704,0.26799814810844474,-0.9120023604369147]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5269883704581583,0.36182925042389247,0.11118237911794919]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[218,239,297,414,594,874,892],""values"":[1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.6336006110182117,-0.3775241643299302,-1.2560764466882812]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8407372751797034,0.11252263935114983,0.046740085469146556]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,44,176,282,445,496,616,736,810,811,881,895,931],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5542981834159408,-0.5979537854645348,0.043655602048592534]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5219113109712636,0.1648845780607984,0.3132041109679379]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[25,123,149,276,348,520,560,585,670,693,792,832],""values"":[1,1,1,1,1,1,1,1,2,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.0875722862761013,0.3709301522797409,-1.4585024385558427]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6382524291627723,0.31171575412708713,0.05003181671014066]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[57,146,215,297,344,385,404,611,650,660],""values"":[1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8831579316963492,-0.3884909809460899,-0.49466695075025907]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6525305501771428,0.18294929641005073,0.16452015341280657]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[103,252,330,413,698,883],""values"":[1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.4352712039845312,-0.5380056688541904,-0.8972655351303408]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8090288475670643,0.11245551282563666,0.0785156396072991]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[297,372,493,509,975],""values"":[1,2,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.2611429890411345,0.6176217322465456,-0.35647874320541084]}","{""vectorType"":""dense"",""length"":3,""values"":[0.2316428232839902,0.557778177404374,0.2105789993116359]}",1
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[23,97,226,252,370,413,626,736,855],""values"":[1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.147239704252707,-0.26541404864499496,-0.8818256556077115]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7272967539274146,0.17709402940111915,0.09560921667146619]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,49,65,157,160,225,281,391,401,560,605,614,664,824,989],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.3249434420401014,0.022874340861535503,-1.3478177829016367]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7456956128695312,0.20280570249148797,0.051498684638980774]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[157,210,316,330,367,611,627,712,865,944],""values"":[1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8606195962605943,-0.31220187208406847,-0.5484177241765256]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6435541019579498,0.19917515822821868,0.15727073981383144]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[290,304,379,403,525,546,560,570,603,661,870,876,956,975,989,993,999],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.4830585649330672,0.054400645162407224,-1.5374592100954743]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7761526981158364,0.18598971137167047,0.03785759051249311]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[170,279,409,451,499,736,958],""values"":[1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.08891962300643252,-0.2927136129228578,0.20379398991642478]}","{""vectorType"":""dense"",""length"":3,""values"":[0.3565726063929472,0.24344831169371253,0.39997908191334036]}",2
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[74,152,518,736,766,847],""values"":[1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6031037515988176,0.15491515723463561,-0.7580189088334535]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5276607697516819,0.33706136350604704,0.1352778667422712]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[69,106,121,234,263,372,463,479,519,537,626,723,755,807,877],""values"":[1,1,1,1,1,3,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[2.523726259395215,-0.6176664168182368,-1.9060598425769777]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9477418917854125,0.04096383166731273,0.011294276547274874]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[10,28,166,330,372,532,557,750,822,828,927,944,962],""values"":[1,1,1,1,1,1,1,1,1,2,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.3771271278629135,-1.374112879805201,1.751240007668115]}","{""vectorType"":""dense"",""length"":3,""values"":[0.10235280773389666,0.037767161907767015,0.8598800303583364]}",2
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[137,228,301,330,510,798],""values"":[1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.16646582406991886,0.3779223803752022,-0.5443882044451211]}","{""vectorType"":""dense"",""length"":3,""values"":[0.366743576672055,0.45310299378444424,0.1801534295435007]}",1
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[17,103,150,235,297,316,347,662,682],""values"":[1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8746626502364232,-0.36284498156820244,-0.5118176686682203]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6493253997016434,0.18837343434461465,0.162301165953742]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[281,297,372,482,492,512,633,682,865],""values"":[1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.3930072768948192,-1.3207058001373913,-0.07230147675742765]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7708335902895912,0.051098719441113556,0.17806769026929542]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[166,330,687],""values"":[1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.45877897480660307,-0.22454431833153765,0.6833232931381406]}","{""vectorType"":""dense"",""length"":3,""values"":[0.1852781799501617,0.2341806971903154,0.580541122859523]}",2
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[22,211,233,287,314,330,420,585,594,601,622,649,741,946,989],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.8654268780200967,-0.594439128991879,-1.2709877490282175]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8858300893820443,0.0756909916344161,0.0384789189835396]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[188,456,524,560,858,901],""values"":[1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7902035771445599,-0.15757747341356776,-0.6326261037309924]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6140125730378356,0.23799135622739986,0.14799607073476448]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[37,142,152,223,359,362,403,404,597,649,654,684],""values"":[1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.2111121433026787,2.295917523497394,-2.0848053801947164]}","{""vectorType"":""dense"",""length"":3,""values"":[0.07450460004545964,0.9140548091066144,0.011440590847925931]}",1
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[188,297,390,488,500],""values"":[1,1,1,1,2]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7826347798764584,0.3844647080013943,-1.1670994878778527]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5513105592057241,0.3702313967650658,0.07845804402921012]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[129,261,318,330,354,411,454,479,533,769,823,909],""values"":[1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.12130003290281804,0.051129047256982973,-0.17242908015980063]}","{""vectorType"":""dense"",""length"":3,""values"":[0.3734530437718199,0.3481457770178814,0.27840117921029867]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[455,657,786,840,940,967],""values"":[1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5042229484354717,0.6084225582627227,-1.1126455066981942]}","{""vectorType"":""dense"",""length"":3,""values"":[0.43321148938614673,0.48078762605487296,0.08600088455898032]}",1
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[196,413,484,661,663,712,736,778,821,849,980],""values"":[1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[2.3939538279185353,-1.5774398971544081,-0.8165139307641267]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9441222318194203,0.017794010564787695,0.03808375761579189]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[103,151,161,235,249,281,543,560,601,662,685,775,866,956],""values"":[1,1,2,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[3.5548019827412745,-1.5821896664772672,-1.9726123162640075]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9902445116720662,0.005818021438375277,0.003937466889558512]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[205,266,305,334,433,436,464,521,566,817,925,942,992],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.7967895858480443,-0.8383855416621652,-0.958404044185879]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8808220350795896,0.06316058646342214,0.056017378456988225]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[39,454,477,527,625,682,736,746,797,886,904],""values"":[1,1,1,1,2,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.1278616838031565,-1.148585537623176,0.020723853820019233]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6977627851512206,0.07162412612200716,0.2306130887267721]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,79,184,383,589,590,725,798,823,958],""values"":[2,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.1365567915937908,0.18708232480587036,-0.050525533212079254]}","{""vectorType"":""dense"",""length"":3,""values"":[0.2880193608786279,0.398085505260883,0.3138951338604892]}",1
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[77,79,87,103,146,178,244,338,372,430,459,537,658,736,996],""values"":[1,1,1,1,1,1,1,1,2,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.0853024390116095,-0.555355300626364,-0.5299471383852463]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7180330601530891,0.1391925008342156,0.14277443901269524]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[169,196,323,330,603,718,750,753,941,958],""values"":[1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-1.3791944221074275,-0.5359929934132305,1.9151874155206576]}","{""vectorType"":""dense"",""length"":3,""values"":[0.03302015112942982,0.07673204702195356,0.8902478018486165]}",2
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[182,330,367,372,796,805,958],""values"":[1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.4894792739718066,-0.3894298458127021,0.8789091197845085]}","{""vectorType"":""dense"",""length"":3,""values"":[0.16572097677622188,0.18315905703944477,0.6511199661843334]}",2
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[74,226,252,257,266,316,372,409,426,465,736],""values"":[1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9712782497362551,0.6136649161651663,-1.5849431659014221]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5627649399674955,0.39356596641830127,0.04366909361420324]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[13,65,161,216,252,419,560,684,804,941,964],""values"":[1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8148347912188727,-0.48122264074316823,-0.33361215047570464]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6286393124778935,0.1720009895821766,0.19935969793992994]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[24,66,190,240,297,356,407,497,500,683,783,982],""values"":[1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.3532664250930577,0.49881282705745866,-0.8520792521505163]}","{""vectorType"":""dense"",""length"":3,""values"":[0.4071230532966449,0.4709075941306105,0.12196935257274477]}",1
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[157,519,527,560,666],""values"":[1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9377271671285348,0.1265699475103797,-1.064297114638914]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6331497576283395,0.28133602079623726,0.08551422157542315]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,190,297,511,519,779,850,982],""values"":[1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.4704884137487562,0.5258774575229862,-0.9963658712717418]}","{""vectorType"":""dense"",""length"":3,""values"":[0.43713904678630144,0.46203487402034965,0.10082607919334886]}",1
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[121,198,338,342,371,386,782,906],""values"":[1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6415374808563659,-0.3478027286936295,-0.2937347521627364]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5667967280285782,0.21074745598023334,0.22245581599118863]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[24,29,78,150,199,312,346,693,736,738,870,989],""values"":[1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.1242991905409505,0.598302575463096,-1.7226017660040467]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6064318283246223,0.35838065556482784,0.03518751611054983]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[17,29,100,261,406,438,458,464,584,736],""values"":[1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.8857846792499495,0.04403875468893392,-1.9298234339388838]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8470522610120778,0.13429199138874887,0.018655747599173395]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[48,86,417,456,532,671,722,736,812],""values"":[1,2,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[2.1947217577637264,-1.033791369637962,-1.1609303881257653]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9306628524277726,0.03686947413297899,0.03246767343924851]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[96,233,289,528,560,609,687,737,993],""values"":[1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.0647843981220528,-0.6702007560077873,0.6054163578857341]}","{""vectorType"":""dense"",""length"":3,""values"":[0.31283197045213423,0.15000686453957454,0.5371611650082913]}",2
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,106,199,560,574,815,858],""values"":[1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9209975513855744,0.2829986518159432,-1.2039962032015175]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6068762625552507,0.3206422513617673,0.07248148608298187]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[18,120,196,230,275,349,354,563,687,822,993],""values"":[1,1,1,1,1,1,2,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-1.7962528386928012,-0.7962759199373158,2.5925287586301167]}","{""vectorType"":""dense"",""length"":3,""values"":[0.011867964799922553,0.03225972845314752,0.9558723067469299]}",2
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[20,29,52,330,365,458,661,690,734,744,768,782,877,894,931],""values"":[1,1,1,2,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.607066777154454,-0.3532866022456561,-0.2537801749087972]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5538443489872799,0.21198813568674674,0.23416751532597346]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[184,219,231,330,352,360,372,373,486,495,560,575,719,771,786,844],""values"":[1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.09122367266554814,0.020275526468328087,-0.11149919913387601]}","{""vectorType"":""dense"",""length"":3,""values"":[0.36389907498737545,0.3389756976544807,0.29712522735814373]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[13,18,45,338,558,768,799,832],""values"":[1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.15994674508774123,-0.013964753873623836,-0.1459819912141172]}","{""vectorType"":""dense"",""length"":3,""values"":[0.38807667525103623,0.326128487699782,0.28579483704918185]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[71,212,244,254,256,290,403,462,524,539,560,594,629,783,897,945],""values"":[1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[2.1600705052561064,-0.5005034910049656,-1.6595670142511398]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9158818952635951,0.06402754777913118,0.020090556957273804]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[243,944],""values"":[1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.23363282059703472,-0.18440646496705204,-0.049226355629982455]}","{""vectorType"":""dense"",""length"":3,""values"":[0.4146001829845867,0.2729463773120461,0.3124534397033672]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[99,330,415,569,723,928,937,944],""values"":[1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.4089496202820534,-0.21557710444946954,-0.1933725158325842]}","{""vectorType"":""dense"",""length"":3,""values"":[0.4800644790847633,0.2570816404512906,0.262853880463946]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[8,37,160,297,449,510,525,537,815,981],""values"":[1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9455861425790002,0.3263630130796543,-1.2719491556586544]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6070762110148191,0.32682707462549043,0.06609671435969035]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[159,160,174,297,357,403,413,537,603,699,713,934],""values"":[1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.2144856965127022,-0.10723897751021805,-1.107246719002484]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7327196532549215,0.1953979972057976,0.07188234953928088]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[188,267,268,286,586,736,779,924],""values"":[1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.0038929062848172,-0.08406991713583123,-0.919822989148986]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6743246020406204,0.22718139083548428,0.09849400712389533]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,72,118,157,174,197,430,454,560,564,688,892,978],""values"":[1,1,1,1,1,1,1,1,1,2,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.792918023324803,-0.9455148586642493,-0.8474031646605542]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8802739657131714,0.05692873951218188,0.06279729477464666]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[144,332,560,594,635],""values"":[1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.0489397209518685,-0.3657047423600087,-0.683234978591859]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7042693509286444,0.17114590193896836,0.12458474713238721]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[170,268,290,527,586,614,736,783,939,940,956],""values"":[1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.2478362062150978,-0.3173993468077577,-0.9304368594073404]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7562719434476634,0.1580901550740795,0.08563790147825706]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[109,391,435,447,619,736],""values"":[1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.0466872127220657,0.16926621978123516,-1.2159534325033012]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6579253321069316,0.2736008944425292,0.0684737734505391]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[12,20,149,159,370,479,533,594,663,677,681,777,882],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.7051336085903002,-0.5571461842916653,-1.147987424298635]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8607504394147512,0.08961518847444755,0.04963437211080122]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[28,55,224,297,341,548],""values"":[1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7231477663820138,0.06777801354955493,-0.7909257799315685]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5749565196709815,0.29854619176503155,0.12649728856398704]}",0
